#      tau     msd_x sd(msd_x)     msd_y sd(msd_y)     msd_z sd(msd_z)     msd   sd(msd)  
       279   253.382   358.211   260.104   369.410   260.073   368.704   773.558   632.633
       280   254.279   359.483   261.040   370.744   260.998   370.000   776.317   634.892
       281   255.176   360.755   261.977   372.076   261.923   371.296   779.076   637.147
       282   256.074   362.029   262.912   373.403   262.846   372.591   781.833   639.402
       283   256.970   363.305   263.848   374.733   263.769   373.883   784.587   641.657
       284   257.864   364.579   264.784   376.063   264.692   375.172   787.339   643.910
       285   258.759   365.854   265.719   377.394   265.615   376.464   790.093   646.168
       286   259.653   367.133   266.655   378.722   266.537   377.754   792.845   648.424
       287   260.548   368.410   267.589   380.046   267.459   379.046   795.596   650.677
       288   261.443   369.687   268.524   381.368   268.381   380.336   798.348   652.929
       289   262.337   370.963   269.459   382.688   269.305   381.628   801.101   655.176
       290   263.233   372.242   270.394   384.012   270.229   382.920   803.856   657.431
       291   264.128   373.517   271.330   385.335   271.153   384.215   806.611   659.682
       292   265.022   374.788   272.265   386.658   272.078   385.512   809.365   661.933
       293   265.918   376.060   273.200   387.983   273.003   386.806   812.120   664.181
       294   266.813   377.329   274.133   389.306   273.926   388.100   814.871   666.424
       295   267.707   378.599   275.067   390.634   274.850   389.395   817.624   668.672
       296   268.602   379.874   276.000   391.962   275.775   390.691   820.378   670.924
       297   269.497   381.144   276.934   393.289   276.701   391.987   823.132   673.174
       298   270.393   382.417   277.869   394.619   277.625   393.284   825.887   675.427
       299   271.289   383.686   278.804   395.950   278.550   394.578   828.643   677.679
       300   272.187   384.963   279.740   397.287   279.473   395.866   831.401   679.938
       301   273.084   386.238   280.676   398.621   280.398   397.159   834.158   682.193
       302   273.981   387.513   281.612   399.959   281.322   398.448   836.916   684.447
       303   274.878   388.787   282.547   401.293   282.247   399.739   839.672   686.703
       304   275.774   390.063   283.482   402.626   283.172   401.028   842.428   688.957
       305   276.673   391.339   284.416   403.961   284.097   402.316   845.185   691.212
       306   277.571   392.611   285.351   405.295   285.022   403.605   847.944   693.458
       307   278.469   393.881   286.287   406.631   285.947   404.899   850.703   695.708
       308   279.367   395.152   287.221   407.966   286.871   406.190   853.459   697.958
       309   280.265   396.423   288.154   409.299   287.795   407.482   856.214   700.207
       310   281.161   397.693   289.087   410.632   288.720   408.774   858.968   702.455
       311   282.058   398.965   290.020   411.961   289.644   410.066   861.722   704.703
       312   282.955   400.235   290.954   413.292   290.569   411.361   864.479   706.950
